segA segB cor p x n pBH
chr21.H2 chr15.H2 0.00684931506849315 1 73 145 1
chr22.H2 chr15.H2 -0.131353533699686 0.135709267605081 63 145 0.800346327740544
chrX.H2 chr15.H2 0.0481446250391703 0.619624939856131 76 145 1
chr10tr chr15.H2 0.0480000313469695 0.619362689740795 76 145 1
chr16.H2 chr16.H2 1 3.69260439469078e-43 145 145 1.45879995183437e-41
chr17.H2 chr16.H2 -0.0862581949177943 0.319575931357431 66 145 0.96209727192286
chr18.H2 chr16.H2 0.0352246788678248 0.74038019088025 75 145 1
chr19.H2 chr16.H2 0.0495238095238095 0.618869431748041 76 145 1
chr20.H2 chr16.H2 -0.01999238530336 0.868601765128492 71 145 1
chr21.H2 chr16.H2 -0.0618694180469537 0.507906390722966 68 145 1
chr22.H2 chr16.H2 0.0219047619047619 0.868317045226278 74 145 1
chrX.H2 chr16.H2 0.00761614678223238 1 73 145 1
chr10tr chr16.H2 0.0638460176779973 0.506709390073334 77 145 1
chr17.H2 chr17.H2 1 9.13998875007888e-43 145 145 2.29109051335311e-41
chr18.H2 chr17.H2 -0.0927401578989483 0.316262339251324 66 145 0.96209727192286
chr19.H2 chr17.H2 0.0862581949177943 0.319575931357431 79 145 0.96209727192286
chr20.H2 chr17.H2 0.0183947420626013 0.868059520667284 74 145 1
chr21.H2 chr17.H2 0.00613041398964717 1 73 145 1
chr22.H2 chr17.H2 0.0306695804152157 0.740187036939513 75 145 1
chrX.H2 chr17.H2 -0.00938898292778609 1 72 145 1
chr10tr chr17.H2 -0.0404686407210238 0.737893259247959 70 145 1
chr18.H2 chr18.H2 1 3.49566549364058e-43 145 145 1.45879995183437e-41
chr19.H2 chr18.H2 -0.0628332109534172 0.507441989477059 68 145 1
chr20.H2 chr18.H2 0.0340692805481538 0.740749422391843 75 145 1
chr21.H2 chr18.H2 0.0481446250391703 0.619624939856131 76 145 1
chr22.H2 chr18.H2 0.240860641988099 0.00472359650800119 90 145 0.0903087603563617
chrX.H2 chr18.H2 0.116863342215455 0.185274026120708 81 145 0.857333090750419
chr10tr chr18.H2 0.171651821065492 0.0465683725142706 85 145 0.510781949094062
chr19.H2 chr19.H2 1 3.69260439469078e-43 145 145 1.45879995183437e-41
chr20.H2 chr19.H2 -0.0904417430390096 0.319952654640157 66 145 0.96209727192286
chr21.H2 chr19.H2 0.0894726968679023 0.320483824742986 79 145 0.96209727192286
chr22.H2 chr19.H2 -0.0219047619047619 0.868317045226278 71 145 1
chrX.H2 chr19.H2 -0.0628332109534172 0.507441989477059 68 145 1
chr10tr chr19.H2 -0.119115704623129 0.183856844972005 64 145 0.857333090750419
chr20.H2 chr20.H2 1 3.49566549364058e-43 145 145 1.45879995183437e-41
chr21.H2 chr20.H2 -0.0346336828345019 0.740653368083725 70 145 1
chr22.H2 chr20.H2 0.0476009173889524 0.61963586694427 76 145 1
chrX.H2 chr20.H2 0.00647125999238675 1 73 145 1
chr10tr chr20.H2 -0.0217184324100622 0.868312977799104 71 145 1
chr21.H2 chr21.H2 1 3.40118804786652e-43 145 145 1.45879995183437e-41
chr22.H2 chr21.H2 -0.158956812520635 0.0680505915295437 61 145 0.65302896630455
chrX.H2 chr21.H2 -0.00704091354327786 1 72 145 1
chr10tr chr21.H2 -0.0624762312770079 0.507428720870033 68 145 1
chr22.H2 chr22.H2 1 3.69260439469078e-43 145 145 1.45879995183437e-41
chrX.H2 chr22.H2 0.0476009173889524 0.61963586694427 76 145 1
chr10tr chr22.H2 0.0466933562122667 0.619690612315429 76 145 1
chrX.H2 chrX.H2 1 3.49566549364058e-43 145 145 1.45879995183437e-41
chr10tr chrX.H2 0.917508513042629 1.06030097184518e-33 139 145 2.4408561147783e-32
chr10tr chr10tr 1 4.00911334280721e-43 145 145 1.45879995183437e-41
