chrom	start	end	sample	cell	class
chr5	17500000	181538259	RPE-BM510	BM510x04_PE20380	CW
chr5	27100000	181538259	RPE-BM510	BM510x04_PE20382	CC
chr5	28700000	76100000	RPE-BM510	BM510x04_PE20362	CW
chr5	49700000	181538259	RPE-BM510	BM510x04_PE20373	WC
chr5	50200000	181538259	RPE-BM510	BM510x3PE20406	WW
chr5	51700000	66900000	RPE-BM510	BM510x3PE20450	CW
chr5	53200000	181538259	RPE-BM510	BM510x04_PE20319	WW
chr5	65000000	181538259	RPE-BM510	BM510x04_PE20378	WC
chr5	66900000	181538259	RPE-BM510	BM510x3PE20450	WW
chr5	67000000	181538259	RPE-BM510	BM510x3PE20488	CW
chr5	67300000	67500000	RPE-BM510	BM510x04_PE20359	WW
chr5	67500000	88200000	RPE-BM510	BM510x04_PE20359	CW
chr5	71500000	181538259	RPE-BM510	BM510x04_PE20358	CW
chr5	72200000	181538259	RPE-BM510	BM510x3PE20483	CC
chr5	76100000	181538259	RPE-BM510	BM510x04_PE20362	CC
chr5	79900000	106100000	RPE-BM510	BM510x04_PE20390	WW
chr5	83600000	173300000	RPE-BM510	BM510x3PE20441	CC
chr5	85900000	153900000	RPE-BM510	BM510x3PE20437	WC
chr5	88200000	88400000	RPE-BM510	BM510x04_PE20359	CC
chr5	88400000	181538259	RPE-BM510	BM510x04_PE20359	CW
chr5	99100000	181538259	RPE-BM510	BM510x04_PE20370	WC
chr5	101600000	181538259	RPE-BM510	BM510x04_PE20374	WC
chr5	105000000	181538259	RPE-BM510	BM510x3PE20469	CC
chr5	106100000	181538259	RPE-BM510	BM510x04_PE20390	WC
chr5	124400000	181538259	RPE-BM510	BM510x04_PE20331	CW
chr5	151600000	151800000	RPE-BM510	BM510x3PE20464	WC
chr5	151800000	181538259	RPE-BM510	BM510x3PE20464	CC
chr5	153900000	181538259	RPE-BM510	BM510x3PE20437	WW
chr5	156600000	181538259	RPE-BM510	BM510x3PE20444	CW
chr5	164100000	181538259	RPE-BM510	BM510x04_PE20316	WC
chr5	173300000	181538259	RPE-BM510	BM510x3PE20441	CW
chr5	175300000	181538259	RPE-BM510	BM510x04_PE20333	CW
chr5	178000000	181538259	RPE-BM510	BM510x04_PE20387	WW
chr5	178500000	181538259	RPE-BM510	BM510x3PE20490	WC
chr5	180900000	181538259	RPE-BM510	BM510x3PE20489	CC
chr6	0	9300000	RPE-BM510	BM510x04_PE20353	CC
chr6	0	15000000	RPE-BM510	BM510x04_PE20368	WC
chr6	0	16000000	RPE-BM510	BM510x3PE20444	WW
chr6	0	23700000	RPE-BM510	BM510x3PE20414	WC
chr6	0	24900000	RPE-BM510	BM510x3PE20463	WW
chr6	0	39000000	RPE-BM510	BM510x3PE20439	WC
chr6	0	41700000	RPE-BM510	BM510x04_PE20371	WC
chr6	0	46400000	RPE-BM510	BM510x04_PE20380	WC
chr6	0	60200000	RPE-BM510	BM510x3PE20458	CW
chr6	0	61900000	RPE-BM510	BM510x04_PE20318	CW
chr6	0	74500000	RPE-BM510	BM510x04_PE20317	WC
chr6	0	77100000	RPE-BM510	BM510x04_PE20386	CW
chr6	0	77600000	RPE-BM510	BM510x04_PE20394	WW
chr6	0	78600000	RPE-BM510	BM510x04_PE20339	WW
chr6	0	80000000	RPE-BM510	BM510x3PE20402	CC
chr6	0	81600000	RPE-BM510	BM510x3PE20468	CW
chr6	0	93500000	RPE-BM510	BM510x3PE20479	WC
chr6	0	96200000	RPE-BM510	BM510x3PE20435	CC
chr6	0	107700000	RPE-BM510	BM510x04_PE20356	CW
chr6	0	114000000	RPE-BM510	BM510x04_PE20303	WW
chr6	0	118000000	RPE-BM510	BM510x04_PE20325	CC
chr6	0	119500000	RPE-BM510	BM510x3PE20488	WC
chr6	0	124300000	RPE-BM510	BM510x3PE20425	WC
chr6	0	127000000	RPE-BM510	BM510x04_PE20358	CC
chr6	0	132500000	RPE-BM510	BM510x3PE20433	WW
chr6	0	137200000	RPE-BM510	BM510x3PE20429	WC
chr6	0	137500000	RPE-BM510	BM510x04_PE20331	WC
chr6	0	142900000	RPE-BM510	BM510x04_PE20361	WC
chr6	0	149400000	RPE-BM510	BM510x3PE20487	CW
chr6	0	156200000	RPE-BM510	BM510x04_PE20348	CW
chr6	0	162600000	RPE-BM510	BM510x04_PE20370	WC
chr6	0	165100000	RPE-BM510	BM510x3PE20473	CC
chr6	0	170805979	RPE-BM510	BM510x04_PE20301	WW
chr6	0	170805979	RPE-BM510	BM510x04_PE20302	CW
chr6	0	170805979	RPE-BM510	BM510x04_PE20304	WW
chr6	0	170805979	RPE-BM510	BM510x04_PE20305	CW
chr6	0	170805979	RPE-BM510	BM510x04_PE20306	WC
chr6	0	170805979	RPE-BM510	BM510x04_PE20307	CC
chr6	0	170805979	RPE-BM510	BM510x04_PE20308	CC
chr6	0	170805979	RPE-BM510	BM510x04_PE20309	CC
chr6	0	170805979	RPE-BM510	BM510x04_PE20310	CW
chr6	0	170805979	RPE-BM510	BM510x04_PE20311	CW
chr6	0	170805979	RPE-BM510	BM510x04_PE20312	CW
chr6	0	170805979	RPE-BM510	BM510x04_PE20313	CC
chr6	0	170805979	RPE-BM510	BM510x04_PE20314	WC
chr6	0	170805979	RPE-BM510	BM510x04_PE20316	WC
chr6	0	170805979	RPE-BM510	BM510x04_PE20319	CW
chr6	0	170805979	RPE-BM510	BM510x04_PE20321	CW
chr6	0	170805979	RPE-BM510	BM510x04_PE20322	CW
chr6	0	170805979	RPE-BM510	BM510x04_PE20328	CW
chr6	0	170805979	RPE-BM510	BM510x04_PE20329	WW
chr6	0	170805979	RPE-BM510	BM510x04_PE20330	CW
chr6	0	170805979	RPE-BM510	BM510x04_PE20332	CC
chr6	0	170805979	RPE-BM510	BM510x04_PE20333	CW
chr6	0	170805979	RPE-BM510	BM510x04_PE20334	CW
chr6	0	170805979	RPE-BM510	BM510x04_PE20335	CW
chr6	0	170805979	RPE-BM510	BM510x04_PE20336	WC
chr6	0	170805979	RPE-BM510	BM510x04_PE20337	CW
chr6	0	170805979	RPE-BM510	BM510x04_PE20340	CW
chr6	0	170805979	RPE-BM510	BM510x04_PE20342	CW
chr6	0	170805979	RPE-BM510	BM510x04_PE20343	CC
chr6	0	170805979	RPE-BM510	BM510x04_PE20344	CC
chr6	0	170805979	RPE-BM510	BM510x04_PE20345	CW
chr6	0	170805979	RPE-BM510	BM510x04_PE20347	WW
chr6	0	170805979	RPE-BM510	BM510x04_PE20355	WW
chr6	0	170805979	RPE-BM510	BM510x04_PE20357	WC
chr6	0	170805979	RPE-BM510	BM510x04_PE20359	CC
chr6	0	170805979	RPE-BM510	BM510x04_PE20360	CC
chr6	0	170805979	RPE-BM510	BM510x04_PE20362	WC
chr6	0	170805979	RPE-BM510	BM510x04_PE20363	WC
chr6	0	170805979	RPE-BM510	BM510x04_PE20365	WC
chr6	0	170805979	RPE-BM510	BM510x04_PE20366	CW
chr6	0	170805979	RPE-BM510	BM510x04_PE20367	CW
chr6	0	170805979	RPE-BM510	BM510x04_PE20372	WW
chr6	0	170805979	RPE-BM510	BM510x04_PE20373	CC
chr6	0	170805979	RPE-BM510	BM510x04_PE20374	CW
chr6	0	170805979	RPE-BM510	BM510x04_PE20375	WC
chr6	0	170805979	RPE-BM510	BM510x04_PE20377	WC
chr6	0	170805979	RPE-BM510	BM510x04_PE20378	CC
chr6	0	170805979	RPE-BM510	BM510x04_PE20379	WC
chr6	0	170805979	RPE-BM510	BM510x04_PE20381	CC
chr6	0	170805979	RPE-BM510	BM510x04_PE20382	WC
chr6	0	170805979	RPE-BM510	BM510x04_PE20383	WC
chr6	0	170805979	RPE-BM510	BM510x04_PE20384	CC
chr6	0	170805979	RPE-BM510	BM510x04_PE20387	CC
chr6	0	170805979	RPE-BM510	BM510x04_PE20389	CW
chr6	0	170805979	RPE-BM510	BM510x04_PE20390	CC
chr6	0	170805979	RPE-BM510	BM510x04_PE20392	CW
chr6	0	170805979	RPE-BM510	BM510x04_PE20393	CC
chr6	0	170805979	RPE-BM510	BM510x04_PE20395	CW
chr6	0	170805979	RPE-BM510	BM510x3PE20401	CW
chr6	0	170805979	RPE-BM510	BM510x3PE20403	CW
chr6	0	170805979	RPE-BM510	BM510x3PE20406	CW
chr6	0	170805979	RPE-BM510	BM510x3PE20407	CC
chr6	0	170805979	RPE-BM510	BM510x3PE20408	CC
chr6	0	170805979	RPE-BM510	BM510x3PE20410	CW
chr6	0	170805979	RPE-BM510	BM510x3PE20411	CC
chr6	0	170805979	RPE-BM510	BM510x3PE20415	WC
chr6	0	170805979	RPE-BM510	BM510x3PE20416	WC
chr6	0	170805979	RPE-BM510	BM510x3PE20417	CC
chr6	0	170805979	RPE-BM510	BM510x3PE20418	CW
chr6	0	170805979	RPE-BM510	BM510x3PE20419	CW
chr6	0	170805979	RPE-BM510	BM510x3PE20421	WW
chr6	0	170805979	RPE-BM510	BM510x3PE20422	CC
chr6	0	170805979	RPE-BM510	BM510x3PE20423	CW
chr6	0	170805979	RPE-BM510	BM510x3PE20424	CC
chr6	0	170805979	RPE-BM510	BM510x3PE20426	CC
chr6	0	170805979	RPE-BM510	BM510x3PE20427	CW
chr6	0	170805979	RPE-BM510	BM510x3PE20431	WC
chr6	0	170805979	RPE-BM510	BM510x3PE20436	CW
chr6	0	170805979	RPE-BM510	BM510x3PE20437	CC
chr6	0	170805979	RPE-BM510	BM510x3PE20438	CW
chr6	0	170805979	RPE-BM510	BM510x3PE20440	CW
chr6	0	170805979	RPE-BM510	BM510x3PE20441	CW
chr6	0	170805979	RPE-BM510	BM510x3PE20446	WW
chr6	0	170805979	RPE-BM510	BM510x3PE20447	WW
chr6	0	170805979	RPE-BM510	BM510x3PE20448	WC
chr6	0	170805979	RPE-BM510	BM510x3PE20449	WW
chr6	0	170805979	RPE-BM510	BM510x3PE20450	WC
chr6	0	170805979	RPE-BM510	BM510x3PE20452	CC
chr6	0	170805979	RPE-BM510	BM510x3PE20453	WC
chr6	0	170805979	RPE-BM510	BM510x3PE20454	CC
chr6	0	170805979	RPE-BM510	BM510x3PE20455	WC
chr6	0	170805979	RPE-BM510	BM510x3PE20456	CC
chr6	0	170805979	RPE-BM510	BM510x3PE20457	WW
chr6	0	170805979	RPE-BM510	BM510x3PE20460	WW
chr6	0	170805979	RPE-BM510	BM510x3PE20462	CC
chr6	0	170805979	RPE-BM510	BM510x3PE20464	CC
chr6	0	170805979	RPE-BM510	BM510x3PE20469	WW
chr6	0	170805979	RPE-BM510	BM510x3PE20471	CC
chr6	0	170805979	RPE-BM510	BM510x3PE20474	WW
chr6	0	170805979	RPE-BM510	BM510x3PE20476	WW
chr6	0	170805979	RPE-BM510	BM510x3PE20477	WW
chr6	0	170805979	RPE-BM510	BM510x3PE20480	WC
chr6	0	170805979	RPE-BM510	BM510x3PE20481	CW
chr6	0	170805979	RPE-BM510	BM510x3PE20482	WW
chr6	0	170805979	RPE-BM510	BM510x3PE20483	CW
chr6	0	170805979	RPE-BM510	BM510x3PE20485	CW
chr6	0	170805979	RPE-BM510	BM510x3PE20486	WW
chr6	0	170805979	RPE-BM510	BM510x3PE20489	WW
chr6	0	170805979	RPE-BM510	BM510x3PE20490	CC
chr6	0	170805979	RPE-BM510	BM510x3PE20491	CW
chr6	0	170805979	RPE-BM510	BM510x3PE20492	WC
chr6	0	170805979	RPE-BM510	BM510x3PE20495	CC
chr6	0	170805979	RPE-BM510	BM510x3PE20496	CW
chr6	9300000	170805979	RPE-BM510	BM510x04_PE20353	WC
chr6	15000000	170805979	RPE-BM510	BM510x04_PE20368	WW
chr6	16000000	19900000	RPE-BM510	BM510x3PE20444	CW
chr6	19900000	107900000	RPE-BM510	BM510x3PE20444	WW
chr6	23700000	170805979	RPE-BM510	BM510x3PE20414	WW
chr6	24900000	170805979	RPE-BM510	BM510x3PE20463	WC
chr6	39000000	170805979	RPE-BM510	BM510x3PE20439	CC
chr6	41700000	170805979	RPE-BM510	BM510x04_PE20371	WW
chr6	46400000	170805979	RPE-BM510	BM510x04_PE20380	CC
chr6	60200000	170805979	RPE-BM510	BM510x3PE20458	CC
chr6	61900000	170805979	RPE-BM510	BM510x04_PE20318	WW
chr6	74500000	75100000	RPE-BM510	BM510x04_PE20317	WW
chr6	75100000	170805979	RPE-BM510	BM510x04_PE20317	WC
chr6	77100000	117500000	RPE-BM510	BM510x04_PE20386	WW
chr6	77600000	112300000	RPE-BM510	BM510x04_PE20394	CW
chr6	78600000	170805979	RPE-BM510	BM510x04_PE20339	CW
chr6	80000000	170805979	RPE-BM510	BM510x3PE20402	WC
chr6	81600000	170805979	RPE-BM510	BM510x3PE20468	CC
chr6	93500000	170805979	RPE-BM510	BM510x3PE20479	WW
chr6	96200000	170805979	RPE-BM510	BM510x3PE20435	CW
chr6	107700000	170805979	RPE-BM510	BM510x04_PE20356	WW
chr6	107900000	170805979	RPE-BM510	BM510x3PE20444	WC
chr6	112300000	170805979	RPE-BM510	BM510x04_PE20394	WW
chr6	114000000	170805979	RPE-BM510	BM510x04_PE20303	CW
chr6	117500000	170805979	RPE-BM510	BM510x04_PE20386	WC
chr6	118000000	170805979	RPE-BM510	BM510x04_PE20325	WC
chr6	119500000	170805979	RPE-BM510	BM510x3PE20488	CC
chr6	124300000	124500000	RPE-BM510	BM510x3PE20425	WW
chr6	124500000	170805979	RPE-BM510	BM510x3PE20425	WC
chr6	127000000	170805979	RPE-BM510	BM510x04_PE20358	CW
chr6	132500000	170805979	RPE-BM510	BM510x3PE20433	CW
chr6	137200000	170805979	RPE-BM510	BM510x3PE20429	WW
chr6	137500000	170805979	RPE-BM510	BM510x04_PE20331	WW
chr6	142900000	170805979	RPE-BM510	BM510x04_PE20361	CC
chr6	149400000	170805979	RPE-BM510	BM510x3PE20487	WW
chr6	156200000	170805979	RPE-BM510	BM510x04_PE20348	WW
chr6	162600000	170805979	RPE-BM510	BM510x04_PE20370	WW
chr6	165100000	170805979	RPE-BM510	BM510x3PE20473	WC
chr7	0	28100000	RPE-BM510	BM510x3PE20496	WC
chr7	0	29900000	RPE-BM510	BM510x04_PE20381	CW
chr7	0	34800000	RPE-BM510	BM510x3PE20449	WC
chr7	0	37300000	RPE-BM510	BM510x04_PE20356	CC
chr7	0	46200000	RPE-BM510	BM510x3PE20408	WW
chr7	0	47800000	RPE-BM510	BM510x3PE20435	CC
chr7	0	55000000	RPE-BM510	BM510x3PE20414	CW
chr7	0	62300000	RPE-BM510	BM510x3PE20415	CW
chr7	0	62500000	RPE-BM510	BM510x3PE20440	WW
chr7	0	64400000	RPE-BM510	BM510x04_PE20357	CW
chr7	0	71300000	RPE-BM510	BM510x04_PE20313	CW
chr7	0	71900000	RPE-BM510	BM510x3PE20457	CC
chr7	0	74100000	RPE-BM510	BM510x04_PE20367	CC
chr7	0	77400000	RPE-BM510	BM510x04_PE20380	WW
chr7	0	81700000	RPE-BM510	BM510x04_PE20370	CW
chr7	0	85700000	RPE-BM510	BM510x04_PE20345	CW
chr7	0	96900000	RPE-BM510	BM510x3PE20482	CW
chr7	0	100400000	RPE-BM510	BM510x04_PE20336	WW
chr7	0	105800000	RPE-BM510	BM510x04_PE20382	WC
chr7	0	121500000	RPE-BM510	BM510x04_PE20353	WC
chr7	0	122500000	RPE-BM510	BM510x3PE20464	WW
chr7	0	123700000	RPE-BM510	BM510x04_PE20343	CC
chr7	0	125200000	RPE-BM510	BM510x04_PE20378	WW
chr7	0	139800000	RPE-BM510	BM510x04_PE20333	CW
chr7	0	144400000	RPE-BM510	BM510x04_PE20379	CW
chr7	0	154300000	RPE-BM510	BM510x04_PE20307	WW
chr7	0	158600000	RPE-BM510	BM510x04_PE20319	CW
chr7	0	159345973	RPE-BM510	BM510x04_PE20301	CC
chr7	0	159345973	RPE-BM510	BM510x04_PE20302	WC
chr7	0	159345973	RPE-BM510	BM510x04_PE20303	CW
chr7	0	159345973	RPE-BM510	BM510x04_PE20304	WW
chr7	0	159345973	RPE-BM510	BM510x04_PE20305	CC
chr7	0	159345973	RPE-BM510	BM510x04_PE20306	WC
chr7	0	159345973	RPE-BM510	BM510x04_PE20308	WW
chr7	0	159345973	RPE-BM510	BM510x04_PE20309	CC
chr7	0	159345973	RPE-BM510	BM510x04_PE20310	WW
chr7	0	159345973	RPE-BM510	BM510x04_PE20311	WW
chr7	0	159345973	RPE-BM510	BM510x04_PE20312	CC
chr7	0	159345973	RPE-BM510	BM510x04_PE20314	CC
chr7	0	159345973	RPE-BM510	BM510x04_PE20316	WW
chr7	0	159345973	RPE-BM510	BM510x04_PE20317	WW
chr7	0	159345973	RPE-BM510	BM510x04_PE20318	WW
chr7	0	159345973	RPE-BM510	BM510x04_PE20321	WC
chr7	0	159345973	RPE-BM510	BM510x04_PE20322	CW
chr7	0	159345973	RPE-BM510	BM510x04_PE20325	CC
chr7	0	159345973	RPE-BM510	BM510x04_PE20328	CC
chr7	0	159345973	RPE-BM510	BM510x04_PE20329	WW
chr7	0	159345973	RPE-BM510	BM510x04_PE20330	WW
chr7	0	159345973	RPE-BM510	BM510x04_PE20331	WW
chr7	0	159345973	RPE-BM510	BM510x04_PE20332	CW
chr7	0	159345973	RPE-BM510	BM510x04_PE20334	CW
chr7	0	159345973	RPE-BM510	BM510x04_PE20335	WC
chr7	0	159345973	RPE-BM510	BM510x04_PE20337	CW
chr7	0	159345973	RPE-BM510	BM510x04_PE20339	CW
chr7	0	159345973	RPE-BM510	BM510x04_PE20340	CW
chr7	0	159345973	RPE-BM510	BM510x04_PE20342	WW
chr7	0	159345973	RPE-BM510	BM510x04_PE20344	WW
chr7	0	159345973	RPE-BM510	BM510x04_PE20347	CC
chr7	0	159345973	RPE-BM510	BM510x04_PE20348	WC
chr7	0	159345973	RPE-BM510	BM510x04_PE20355	CC
chr7	0	159345973	RPE-BM510	BM510x04_PE20358	WC
chr7	0	159345973	RPE-BM510	BM510x04_PE20359	CW
chr7	0	159345973	RPE-BM510	BM510x04_PE20360	CC
chr7	0	159345973	RPE-BM510	BM510x04_PE20361	WW
chr7	0	159345973	RPE-BM510	BM510x04_PE20362	WW
chr7	0	159345973	RPE-BM510	BM510x04_PE20363	WW
chr7	0	159345973	RPE-BM510	BM510x04_PE20365	CW
chr7	0	159345973	RPE-BM510	BM510x04_PE20366	CC
chr7	0	159345973	RPE-BM510	BM510x04_PE20368	CC
chr7	0	159345973	RPE-BM510	BM510x04_PE20371	CW
chr7	0	159345973	RPE-BM510	BM510x04_PE20372	CC
chr7	0	159345973	RPE-BM510	BM510x04_PE20373	CC
chr7	0	159345973	RPE-BM510	BM510x04_PE20374	CW
chr7	0	159345973	RPE-BM510	BM510x04_PE20375	CW
chr7	0	159345973	RPE-BM510	BM510x04_PE20377	WC
chr7	0	159345973	RPE-BM510	BM510x04_PE20383	WC
chr7	0	159345973	RPE-BM510	BM510x04_PE20384	CW
chr7	0	159345973	RPE-BM510	BM510x04_PE20386	CW
chr7	0	159345973	RPE-BM510	BM510x04_PE20387	CC
chr7	0	159345973	RPE-BM510	BM510x04_PE20389	WW
chr7	0	159345973	RPE-BM510	BM510x04_PE20390	CC
chr7	0	159345973	RPE-BM510	BM510x04_PE20392	CC
chr7	0	159345973	RPE-BM510	BM510x04_PE20393	WC
chr7	0	159345973	RPE-BM510	BM510x04_PE20394	CC
chr7	0	159345973	RPE-BM510	BM510x04_PE20395	CW
chr7	0	159345973	RPE-BM510	BM510x3PE20401	WC
chr7	0	159345973	RPE-BM510	BM510x3PE20402	CC
chr7	0	159345973	RPE-BM510	BM510x3PE20403	WW
chr7	0	159345973	RPE-BM510	BM510x3PE20406	CW
chr7	0	159345973	RPE-BM510	BM510x3PE20407	WC
chr7	0	159345973	RPE-BM510	BM510x3PE20410	WC
chr7	0	159345973	RPE-BM510	BM510x3PE20411	WW
chr7	0	159345973	RPE-BM510	BM510x3PE20416	WW
chr7	0	159345973	RPE-BM510	BM510x3PE20417	WC
chr7	0	159345973	RPE-BM510	BM510x3PE20418	WC
chr7	0	159345973	RPE-BM510	BM510x3PE20419	WW
chr7	0	159345973	RPE-BM510	BM510x3PE20421	WW
chr7	0	159345973	RPE-BM510	BM510x3PE20422	WC
chr7	0	159345973	RPE-BM510	BM510x3PE20423	WW
chr7	0	159345973	RPE-BM510	BM510x3PE20424	WW
chr7	0	159345973	RPE-BM510	BM510x3PE20425	CC
chr7	0	159345973	RPE-BM510	BM510x3PE20426	WW
chr7	0	159345973	RPE-BM510	BM510x3PE20427	WW
chr7	0	159345973	RPE-BM510	BM510x3PE20429	WC
chr7	0	159345973	RPE-BM510	BM510x3PE20431	CC
chr7	0	159345973	RPE-BM510	BM510x3PE20433	CW
chr7	0	159345973	RPE-BM510	BM510x3PE20436	CW
chr7	0	159345973	RPE-BM510	BM510x3PE20437	WC
chr7	0	159345973	RPE-BM510	BM510x3PE20438	CC
chr7	0	159345973	RPE-BM510	BM510x3PE20439	WW
chr7	0	159345973	RPE-BM510	BM510x3PE20441	WW
chr7	0	159345973	RPE-BM510	BM510x3PE20444	WC
chr7	0	159345973	RPE-BM510	BM510x3PE20446	WC
chr7	0	159345973	RPE-BM510	BM510x3PE20447	CC
chr7	0	159345973	RPE-BM510	BM510x3PE20448	WW
chr7	0	159345973	RPE-BM510	BM510x3PE20450	WC
chr7	0	159345973	RPE-BM510	BM510x3PE20452	WC
chr7	0	159345973	RPE-BM510	BM510x3PE20453	WC
chr7	0	159345973	RPE-BM510	BM510x3PE20454	CC
chr7	0	159345973	RPE-BM510	BM510x3PE20455	CC
chr7	0	159345973	RPE-BM510	BM510x3PE20456	WW
chr7	0	159345973	RPE-BM510	BM510x3PE20458	CW
chr7	0	159345973	RPE-BM510	BM510x3PE20460	CW
chr7	0	159345973	RPE-BM510	BM510x3PE20462	WC
chr7	0	159345973	RPE-BM510	BM510x3PE20463	WW
chr7	0	159345973	RPE-BM510	BM510x3PE20468	CW
chr7	0	159345973	RPE-BM510	BM510x3PE20469	CC
chr7	0	159345973	RPE-BM510	BM510x3PE20471	CC
chr7	0	159345973	RPE-BM510	BM510x3PE20473	CC
chr7	0	159345973	RPE-BM510	BM510x3PE20474	CC
chr7	0	159345973	RPE-BM510	BM510x3PE20476	CC
chr7	0	159345973	RPE-BM510	BM510x3PE20477	WW
chr7	0	159345973	RPE-BM510	BM510x3PE20479	WW
chr7	0	159345973	RPE-BM510	BM510x3PE20480	CC
chr7	0	159345973	RPE-BM510	BM510x3PE20481	WW
chr7	0	159345973	RPE-BM510	BM510x3PE20483	WC
chr7	0	159345973	RPE-BM510	BM510x3PE20485	CC
chr7	0	159345973	RPE-BM510	BM510x3PE20486	WC
chr7	0	159345973	RPE-BM510	BM510x3PE20487	CW
chr7	0	159345973	RPE-BM510	BM510x3PE20488	CW
chr7	0	159345973	RPE-BM510	BM510x3PE20489	CW
chr7	0	159345973	RPE-BM510	BM510x3PE20490	CC
chr7	0	159345973	RPE-BM510	BM510x3PE20491	CW
chr7	0	159345973	RPE-BM510	BM510x3PE20492	WW
chr7	0	159345973	RPE-BM510	BM510x3PE20495	WW
chr7	28100000	159345973	RPE-BM510	BM510x3PE20496	CC
chr7	29900000	159345973	RPE-BM510	BM510x04_PE20381	CC
chr7	34800000	159345973	RPE-BM510	BM510x3PE20449	WW
chr7	37300000	159345973	RPE-BM510	BM510x04_PE20356	WC
chr7	46200000	159345973	RPE-BM510	BM510x3PE20408	WC
chr7	47800000	159345973	RPE-BM510	BM510x3PE20435	CW
chr7	55000000	159345973	RPE-BM510	BM510x3PE20414	CC
chr7	62300000	159345973	RPE-BM510	BM510x3PE20415	CC
chr7	62500000	159345973	RPE-BM510	BM510x3PE20440	WC
chr7	64400000	159345973	RPE-BM510	BM510x04_PE20357	CC
chr7	71300000	112100000	RPE-BM510	BM510x04_PE20313	WW
chr7	71900000	159345973	RPE-BM510	BM510x3PE20457	WC
chr7	74100000	159345973	RPE-BM510	BM510x04_PE20367	WC
chr7	77400000	159345973	RPE-BM510	BM510x04_PE20380	CW
chr7	81700000	136100000	RPE-BM510	BM510x04_PE20370	WW
chr7	85700000	156000000	RPE-BM510	BM510x04_PE20345	WW
chr7	96900000	159345973	RPE-BM510	BM510x3PE20482	WW
chr7	100400000	159345973	RPE-BM510	BM510x04_PE20336	WC
chr7	105800000	159345973	RPE-BM510	BM510x04_PE20382	CC
chr7	112100000	159345973	RPE-BM510	BM510x04_PE20313	CW
chr7	121500000	159345973	RPE-BM510	BM510x04_PE20353	WW
chr7	122500000	122700000	RPE-BM510	BM510x3PE20464	CC
chr7	122700000	159345973	RPE-BM510	BM510x3PE20464	WW
chr7	123700000	159345973	RPE-BM510	BM510x04_PE20343	WC
chr7	125200000	159345973	RPE-BM510	BM510x04_PE20378	WC
chr7	136100000	159345973	RPE-BM510	BM510x04_PE20370	CW
chr7	139800000	159345973	RPE-BM510	BM510x04_PE20333	WW
chr7	144400000	159345973	RPE-BM510	BM510x04_PE20379	WW
chr7	154300000	159345973	RPE-BM510	BM510x04_PE20307	CW
chr7	156000000	159345973	RPE-BM510	BM510x04_PE20345	WC
chr7	158600000	159345973	RPE-BM510	BM510x04_PE20319	CC
chr8	0	4500000	RPE-BM510	BM510x3PE20427	WC
chr8	0	5000000	RPE-BM510	BM510x3PE20464	CW
chr8	0	6900000	RPE-BM510	BM510x3PE20487	WW
chr8	0	9600000	RPE-BM510	BM510x3PE20415	CC
chr8	0	22200000	RPE-BM510	BM510x04_PE20371	WW
chr8	0	23100000	RPE-BM510	BM510x3PE20425	WW
chr8	0	23600000	RPE-BM510	BM510x04_PE20359	CW
chr8	0	29200000	RPE-BM510	BM510x04_PE20337	CW
chr8	0	32000000	RPE-BM510	BM510x3PE20490	WC
chr8	0	33500000	RPE-BM510	BM510x04_PE20332	CC
chr8	0	34000000	RPE-BM510	BM510x04_PE20321	CC
chr8	0	35400000	RPE-BM510	BM510x04_PE20307	CC
chr8	0	41900000	RPE-BM510	BM510x04_PE20329	WW
chr8	0	43700000	RPE-BM510	BM510x04_PE20344	CW
chr8	0	46300000	RPE-BM510	BM510x3PE20403	WW
chr8	0	53600000	RPE-BM510	BM510x04_PE20389	CC
chr8	0	58800000	RPE-BM510	BM510x04_PE20348	CW
chr8	0	62400000	RPE-BM510	BM510x3PE20414	WW
chr8	0	68800000	RPE-BM510	BM510x3PE20480	WC
chr8	0	70300000	RPE-BM510	BM510x3PE20446	CC
chr8	0	73200000	RPE-BM510	BM510x3PE20491	WC
chr8	0	74500000	RPE-BM510	BM510x04_PE20330	CC
chr8	0	75100000	RPE-BM510	BM510x3PE20416	WW
chr8	0	78900000	RPE-BM510	BM510x3PE20433	WW
chr8	0	80400000	RPE-BM510	BM510x04_PE20378	CC
chr8	0	82000000	RPE-BM510	BM510x3PE20456	CW
chr8	0	84300000	RPE-BM510	BM510x04_PE20311	CC
chr8	0	96900000	RPE-BM510	BM510x04_PE20381	WC
chr8	0	98400000	RPE-BM510	BM510x3PE20448	CC
chr8	0	107200000	RPE-BM510	BM510x3PE20449	CW
chr8	0	111000000	RPE-BM510	BM510x3PE20489	CW
chr8	0	130200000	RPE-BM510	BM510x3PE20453	CW
chr8	0	138600000	RPE-BM510	BM510x3PE20477	CW
chr8	0	142600000	RPE-BM510	BM510x04_PE20370	WC
chr8	0	143500000	RPE-BM510	BM510x3PE20450	WC
chr8	0	145138636	RPE-BM510	BM510x04_PE20301	WC
chr8	0	145138636	RPE-BM510	BM510x04_PE20302	WW
chr8	0	145138636	RPE-BM510	BM510x04_PE20303	CC
chr8	0	145138636	RPE-BM510	BM510x04_PE20304	CW
chr8	0	145138636	RPE-BM510	BM510x04_PE20305	WW
chr8	0	145138636	RPE-BM510	BM510x04_PE20306	CC
chr8	0	145138636	RPE-BM510	BM510x04_PE20308	WC
